identifier,timepoint_index,timestamp,split,timeseries
Bearing3_1,511,10:35:39,Training,"{'channel1': array([ 0.566,  1.388,  0.505, ..., -0.867,  1.925,  1.245]), 'channel2': array([ 0.058, -2.863,  0.527, ...,  1.581, -0.634, -2.325])}"
Bearing3_1,455,10:26:19,Training,"{'channel1': array([ 0.206, -0.086, -0.176, ...,  0.274, -0.032, -0.026]), 'channel2': array([-0.303,  0.415, -0.153, ..., -0.354, -0.664, -0.857])}"
Bearing3_1,300,10:00:29,Training,"{'channel1': array([-0.352, -0.051, -0.356, ..., -0.069, -0.017,  0.09 ]), 'channel2': array([ 0.239,  0.36 , -0.184, ..., -0.001,  0.22 , -0.353])}"
Bearing3_1,148,09:35:09,Training,"{'channel1': array([ 0.244, -0.271, -0.402, ..., -0.455,  0.032,  0.072]), 'channel2': array([ 0.295, -0.136,  0.704, ...,  0.029,  0.124, -0.031])}"
Bearing3_1,393,10:15:59,Training,"{'channel1': array([ 0.624,  0.3  ,  0.246, ..., -0.23 , -0.167, -0.257]), 'channel2': array([ 0.089, -0.517, -0.297, ...,  0.076,  0.13 ,  0.548])}"
Bearing3_1,49,09:18:39,Training,"{'channel1': array([ 0.314, -0.134, -0.56 , ...,  0.415,  0.244,  0.139]), 'channel2': array([-0.208,  0.143,  0.227, ...,  0.126,  0.255, -0.16 ])}"
Bearing3_1,264,09:54:29,Training,"{'channel1': array([ 0.18 , -0.118, -0.102, ..., -0.45 , -0.092,  0.11 ]), 'channel2': array([ 0.001,  0.188, -0.178, ...,  0.316,  0.854,  0.003])}"
Bearing3_1,58,09:20:09,Training,"{'channel1': array([-0.255, -0.457, -0.108, ...,  0.526,  0.799,  0.753]), 'channel2': array([ 0.207,  0.388,  0.42 , ...,  0.093,  0.189, -0.221])}"
Bearing3_1,348,10:08:29,Training,"{'channel1': array([ 0.11 ,  0.233, -0.378, ..., -0.065,  0.061,  0.44 ]), 'channel2': array([ 0.19 , -0.254, -0.14 , ..., -0.052, -0.526,  0.066])}"
Bearing3_1,436,10:23:09,Training,"{'channel1': array([-0.155,  0.146,  0.283, ..., -0.323, -0.482, -0.238]), 'channel2': array([-0.196,  0.455, -0.063, ..., -0.073, -0.183, -0.055])}"
Bearing3_1,89,09:25:19,Training,"{'channel1': array([ 0.302,  0.361,  0.516, ...,  0.02 , -0.14 , -0.122]), 'channel2': array([-0.308,  0.067, -0.027, ...,  0.009,  0.565,  0.049])}"
Bearing3_1,281,09:57:19,Training,"{'channel1': array([ 0.407, -0.405, -0.46 , ...,  1.301,  0.913,  0.85 ]), 'channel2': array([ 0.139, -0.382,  0.662, ..., -0.054, -0.896, -0.481])}"
Bearing3_1,87,09:24:59,Training,"{'channel1': array([ 0.447,  0.314,  0.639, ..., -0.239, -0.305, -0.326]), 'channel2': array([ 0.328,  0.179, -0.348, ..., -0.175, -0.181,  0.356])}"
Bearing3_1,453,10:25:59,Training,"{'channel1': array([0.141, 0.042, 0.092, ..., 0.416, 0.312, 0.417]), 'channel2': array([ 0.29 , -0.197,  0.216, ...,  0.425, -0.09 , -0.422])}"
Bearing3_1,166,09:38:09,Training,"{'channel1': array([ 0.073,  0.068,  0.128, ...,  0.272,  0.421, -0.031]), 'channel2': array([-0.009, -0.235,  0.159, ...,  0.017, -0.22 ,  0.176])}"
Bearing3_1,133,09:32:39,Training,"{'channel1': array([-0.892, -0.812, -0.583, ..., -0.103, -0.103, -0.03 ]), 'channel2': array([ 0.242, -0.565,  0.532, ...,  0.034,  0.029,  0.141])}"
Bearing3_1,270,09:55:29,Training,"{'channel1': array([ 0.331,  0.344, -0.029, ..., -0.348, -0.065,  0.336]), 'channel2': array([-0.245,  0.095,  0.097, ...,  0.058,  0.341, -0.257])}"
Bearing3_1,280,09:57:09,Training,"{'channel1': array([-0.083,  0.129, -0.117, ...,  0.321,  0.199, -0.253]), 'channel2': array([ 0.212,  0.159, -0.1  , ..., -0.352, -0.398,  0.192])}"
Bearing3_1,454,10:26:09,Training,"{'channel1': array([0.435, 0.522, 0.659, ..., 0.316, 0.359, 0.149]), 'channel2': array([-0.504, -0.048,  0.465, ..., -0.22 , -0.225,  0.043])}"
Bearing3_1,135,09:32:59,Training,"{'channel1': array([ 0.432,  0.542,  0.572, ..., -0.092, -0.24 , -0.241]), 'channel2': array([ 0.687, -0.229, -0.525, ...,  0.209,  0.091,  0.285])}"
Bearing3_1,273,09:55:59,Training,"{'channel1': array([-0.136, -0.242, -0.199, ...,  0.134, -0.525, -0.435]), 'channel2': array([-0.072, -0.05 , -0.103, ..., -0.617, -0.057,  0.482])}"
Bearing3_1,395,10:16:19,Training,"{'channel1': array([ 0.086,  0.452,  0.443, ..., -0.526, -0.082, -0.053]), 'channel2': array([ 0.369,  0.21 , -0.54 , ...,  0.098,  0.045,  0.07 ])}"
Bearing3_1,17,09:13:19,Training,"{'channel1': array([ 0.105,  0.065,  0.103, ...,  0.4  , -0.086, -0.763]), 'channel2': array([ 0.325, -0.262, -0.405, ..., -0.161, -0.424, -0.339])}"
Bearing3_1,334,10:06:09,Training,"{'channel1': array([ 0.436,  0.328, -0.104, ...,  0.555,  0.427,  0.028]), 'channel2': array([ 0.217,  0.046, -0.066, ..., -0.226,  0.074,  0.245])}"
Bearing3_1,62,09:20:49,Training,"{'channel1': array([ 0.035, -0.109,  0.066, ...,  0.252,  0.073, -0.022]), 'channel2': array([ 0.011,  0.119, -0.14 , ..., -0.081,  0.068,  0.291])}"
Bearing3_1,125,09:31:19,Training,"{'channel1': array([ 0.215,  0.17 , -0.061, ..., -0.403, -0.516, -0.045]), 'channel2': array([ 0.014,  0.166, -0.25 , ...,  0.53 ,  0.046, -0.245])}"
Bearing3_1,389,10:15:19,Training,"{'channel1': array([ 0.09 ,  0.065, -0.33 , ..., -0.486, -0.111,  0.071]), 'channel2': array([-0.125, -0.238, -0.176, ...,  0.228, -0.552, -0.321])}"
Bearing3_1,448,10:25:09,Training,"{'channel1': array([ 0.418,  0.306, -0.059, ..., -0.169, -0.21 , -0.083]), 'channel2': array([ 0.272,  0.001, -0.352, ...,  0.135, -0.17 , -0.285])}"
Bearing3_1,34,09:16:09,Training,"{'channel1': array([-0.366, -0.606, -0.423, ..., -0.026, -0.296, -0.573]), 'channel2': array([-0.27 , -0.119, -0.207, ..., -0.042, -0.379,  0.319])}"
Bearing3_1,50,09:18:49,Training,"{'channel1': array([-0.113,  0.674,  0.737, ...,  0.138, -0.088, -0.173]), 'channel2': array([ 0.134, -0.159, -0.147, ..., -0.309, -0.304,  0.537])}"
Bearing3_1,286,09:58:09,Training,"{'channel1': array([ 0.156,  0.122, -0.059, ...,  0.467,  0.783,  0.715]), 'channel2': array([ 0.074,  0.091,  0.033, ...,  0.178, -0.483, -0.045])}"
Bearing3_1,224,09:47:49,Training,"{'channel1': array([-0.133, -0.08 ,  0.318, ...,  0.478,  0.706,  0.558]), 'channel2': array([-0.379,  0.262,  0.52 , ..., -0.023, -0.134, -0.209])}"
Bearing3_1,401,10:17:19,Training,"{'channel1': array([-0.255, -0.227, -0.075, ..., -0.037,  0.353,  0.193]), 'channel2': array([-0.16 ,  0.171, -0.426, ..., -0.142,  0.031,  0.134])}"
Bearing3_1,259,09:53:39,Training,"{'channel1': array([-0.152,  0.219, -0.117, ..., -0.141, -0.1  ,  0.075]), 'channel2': array([ 0.084,  0.384, -0.261, ...,  0.049,  0.109, -0.039])}"
Bearing3_1,364,10:11:09,Training,"{'channel1': array([-0.341, -0.219, -0.148, ..., -0.115,  0.158,  0.23 ]), 'channel2': array([ 0.361,  0.394,  0.218, ..., -0.25 , -0.588,  0.492])}"
Bearing3_1,27,09:14:59,Training,"{'channel1': array([ 0.385,  0.245, -0.311, ...,  0.046, -0.255, -0.219]), 'channel2': array([-0.196, -0.213,  0.019, ..., -0.303, -0.258,  0.003])}"
Bearing3_1,478,10:30:09,Training,"{'channel1': array([-0.513, -0.253,  0.189, ..., -0.822, -0.811, -1.124]), 'channel2': array([-0.114,  0.1  , -0.151, ..., -0.168,  0.012,  0.51 ])}"
Bearing3_1,420,10:20:29,Training,"{'channel1': array([ 0.034, -0.094,  0.119, ..., -0.096,  0.094,  0.234]), 'channel2': array([ 0.314, -0.109,  0.333, ..., -0.058, -0.038, -0.153])}"
Bearing3_1,356,10:09:49,Training,"{'channel1': array([-0.282, -0.582, -0.285, ...,  0.239,  0.412,  0.341]), 'channel2': array([-0.022, -0.136,  0.067, ...,  0.35 ,  0.217,  0.054])}"
Bearing3_1,266,09:54:49,Training,"{'channel1': array([ 0.068, -0.174, -0.116, ...,  0.019, -0.242, -0.452]), 'channel2': array([ 0.526, -0.386, -0.066, ...,  0.23 ,  0.033,  0.298])}"
Bearing3_1,317,10:03:19,Training,"{'channel1': array([ 0.177,  0.323,  0.254, ..., -0.331, -0.344, -0.422]), 'channel2': array([ 0.049, -0.159,  0.297, ..., -0.369, -0.196,  0.166])}"
Bearing3_1,480,10:30:29,Training,"{'channel1': array([-0.311, -0.101, -0.18 , ...,  0.237,  0.157, -0.029]), 'channel2': array([ 0.299, -0.216, -0.066, ..., -0.482, -0.015, -0.33 ])}"
Bearing3_1,374,10:12:49,Training,"{'channel1': array([ 0.158,  0.158,  0.093, ..., -0.031,  0.029, -0.08 ]), 'channel2': array([ 0.296, -0.13 ,  0.192, ..., -0.153,  0.382,  0.239])}"
Bearing3_1,509,10:35:19,Training,"{'channel1': array([ 0.245, -0.785, -0.894, ...,  0.209, -0.761,  0.225]), 'channel2': array([-2.077,  0.3  , -0.461, ..., -1.335,  0.803,  1.111])}"
Bearing3_1,45,09:17:59,Training,"{'channel1': array([-0.097, -0.005,  0.202, ..., -0.303,  0.107,  0.178]), 'channel2': array([ 0.032, -0.173,  0.306, ...,  0.137, -0.483,  0.251])}"
Bearing3_1,457,10:26:39,Training,"{'channel1': array([-0.386, -0.47 , -0.188, ...,  0.375,  0.242,  0.115]), 'channel2': array([-0.088,  0.372, -0.076, ...,  0.042, -0.271,  0.026])}"
Bearing3_1,93,09:25:59,Training,"{'channel1': array([-0.018, -0.087, -0.164, ..., -0.206, -0.14 , -0.119]), 'channel2': array([-0.194,  0.413, -0.026, ...,  0.206, -0.477, -0.15 ])}"
Bearing3_1,83,09:24:19,Training,"{'channel1': array([-0.129, -0.487, -0.729, ..., -0.159,  0.142,  0.34 ]), 'channel2': array([ 0.278, -0.254, -0.326, ...,  0.009,  0.178, -0.289])}"
Bearing3_1,122,09:30:49,Training,"{'channel1': array([ 0.095, -0.156, -0.427, ..., -0.286, -0.133,  0.122]), 'channel2': array([ 0.209, -0.287,  0.002, ...,  0.446,  0.101,  0.164])}"
Bearing3_1,109,09:28:39,Training,"{'channel1': array([-0.17 ,  0.105, -0.092, ..., -0.166,  0.038,  0.03 ]), 'channel2': array([ 0.069,  0.442,  0.22 , ..., -0.276, -0.071,  0.163])}"
Bearing3_1,378,10:13:29,Training,"{'channel1': array([-0.097,  0.105,  0.03 , ..., -0.379, -0.031,  0.396]), 'channel2': array([-0.14 , -0.323,  0.243, ...,  0.372, -0.114, -0.816])}"
Bearing3_1,466,10:28:09,Training,"{'channel1': array([ 0.26 ,  0.121,  0.191, ...,  0.28 ,  0.415, -0.172]), 'channel2': array([-0.49 , -0.039,  0.005, ...,  0.44 , -0.286,  0.244])}"
Bearing3_1,233,09:49:19,Training,"{'channel1': array([ 0.532, -0.114,  0.132, ..., -0.542, -0.517, -0.253]), 'channel2': array([-0.152,  0.14 ,  0.354, ...,  0.358,  0.332,  0.239])}"
Bearing3_1,271,09:55:39,Training,"{'channel1': array([ 0.249,  0.442, -0.259, ..., -0.401, -0.471, -0.469]), 'channel2': array([ 0.293, -0.311, -0.304, ...,  0.664, -0.28 ,  0.482])}"
Bearing3_1,37,09:16:39,Training,"{'channel1': array([-0.167, -0.005, -0.114, ..., -0.149,  0.086,  0.284]), 'channel2': array([ 0.177, -0.61 , -0.052, ...,  0.426,  0.301, -0.339])}"
Bearing3_1,113,09:29:19,Training,"{'channel1': array([ 0.605,  0.191, -0.397, ...,  0.064,  0.208,  0.419]), 'channel2': array([ 0.069, -0.159,  0.115, ...,  0.438,  0.233, -0.598])}"
Bearing3_1,386,10:14:49,Training,"{'channel1': array([-0.294,  0.179, -0.208, ...,  0.366,  0.244,  0.043]), 'channel2': array([ 0.34 ,  0.238, -0.388, ..., -0.549,  0.03 ,  0.182])}"
Bearing3_1,42,09:17:29,Training,"{'channel1': array([ 0.08 ,  0.149, -0.047, ...,  0.522,  0.493,  0.271]), 'channel2': array([ 0.339, -0.082, -0.013, ..., -0.042,  0.093, -0.157])}"
Bearing3_1,76,09:23:09,Training,"{'channel1': array([-0.038,  0.129,  0.371, ...,  0.365,  0.137, -0.275]), 'channel2': array([ 0.434,  0.183,  0.368, ...,  0.128, -0.065,  0.051])}"
Bearing3_1,129,09:31:59,Training,"{'channel1': array([-0.015,  0.009,  0.054, ...,  0.865,  0.113, -0.247]), 'channel2': array([ 0.309,  0.12 , -0.076, ...,  0.103,  0.135, -0.348])}"
Bearing3_1,36,09:16:29,Training,"{'channel1': array([ 0.455,  0.369,  0.254, ...,  0.358,  0.038, -0.517]), 'channel2': array([-0.367, -0.223,  0.418, ..., -0.14 ,  0.053, -0.274])}"
Bearing3_1,383,10:14:19,Training,"{'channel1': array([ 0.287,  0.547,  0.266, ..., -0.185, -0.181, -0.093]), 'channel2': array([ 0.077, -0.531, -0.459, ...,  0.423, -0.009, -0.335])}"
Bearing3_1,188,09:41:49,Training,"{'channel1': array([ 0.014,  0.063,  0.359, ..., -0.447, -0.371, -0.357]), 'channel2': array([ 0.011, -0.083,  0.453, ...,  0.187, -0.547,  0.106])}"
Bearing3_1,354,10:09:29,Training,"{'channel1': array([ 0.037, -0.022,  0.389, ...,  0.296,  0.142,  0.216]), 'channel2': array([ 0.074,  0.061,  0.269, ..., -0.096, -0.068,  0.14 ])}"
Bearing3_1,294,09:59:29,Training,"{'channel1': array([ 0.291, -0.057,  0.085, ...,  0.455,  0.173,  0.122]), 'channel2': array([-0.257,  0.389,  0.235, ..., -0.167, -0.245, -0.44 ])}"
Bearing3_1,67,09:21:39,Training,"{'channel1': array([ 0.079,  0.345,  0.412, ..., -0.199,  0.19 ,  0.299]), 'channel2': array([ 0.21 , -0.271, -0.394, ...,  0.212, -0.514,  0.631])}"
Bearing3_1,95,09:26:19,Training,"{'channel1': array([ 0.11 , -0.307, -0.087, ...,  0.058, -0.02 , -0.17 ]), 'channel2': array([-0.501,  0.228, -0.429, ..., -0.394,  0.078,  0.16 ])}"
Bearing3_1,433,10:22:39,Training,"{'channel1': array([ 0.152,  0.214,  0.1  , ...,  0.162, -0.167, -0.057]), 'channel2': array([-0.262,  0.078,  0.25 , ..., -0.14 , -0.178, -0.091])}"
Bearing3_1,337,10:06:39,Training,"{'channel1': array([ 0.368,  0.449, -0.102, ...,  0.171,  0.033, -0.25 ]), 'channel2': array([ 0.329,  0.201, -0.095, ..., -0.073, -0.041, -0.045])}"
Bearing3_1,78,09:23:29,Training,"{'channel1': array([-0.187,  0.382,  0.35 , ...,  0.474,  0.009,  0.247]), 'channel2': array([ 0.283, -0.231, -0.319, ..., -0.923, -0.043, -0.158])}"
Bearing3_1,485,10:31:19,Training,"{'channel1': array([-0.405, -0.115, -0.083, ...,  0.122,  0.371,  0.13 ]), 'channel2': array([ 0.102,  0.234, -0.509, ...,  0.25 , -0.598, -0.075])}"
Bearing3_1,257,09:53:19,Training,"{'channel1': array([ 0.253, -0.236,  0.086, ..., -0.023, -0.539, -0.45 ]), 'channel2': array([ 0.064,  0.101,  0.122, ...,  0.001, -0.176,  0.057])}"
Bearing3_1,209,09:45:19,Training,"{'channel1': array([0.28 , 0.799, 0.698, ..., 0.38 , 0.528, 0.364]), 'channel2': array([ 0.189,  0.412,  0.023, ..., -0.293, -0.284,  0.297])}"
Bearing3_1,277,09:56:39,Training,"{'channel1': array([-0.125, -0.192,  0.052, ...,  0.103,  0.324,  0.652]), 'channel2': array([-0.006,  0.974, -0.125, ..., -0.49 ,  0.41 ,  0.175])}"
Bearing3_1,144,09:34:29,Training,"{'channel1': array([-0.206, -0.103,  0.279, ..., -0.179, -0.371, -0.378]), 'channel2': array([-0.411,  0.131,  0.075, ...,  0.434,  0.09 ,  0.274])}"
Bearing3_1,140,09:33:49,Training,"{'channel1': array([-0.237, -0.075,  0.164, ..., -0.055,  0.   ,  0.045]), 'channel2': array([ 0.213, -0.335, -0.356, ..., -0.287, -0.   ,  0.253])}"
Bearing3_1,427,10:21:39,Training,"{'channel1': array([-0.08 ,  0.087,  0.252, ...,  0.147,  0.13 , -0.008]), 'channel2': array([-0.303,  0.161,  0.508, ...,  0.086,  0.11 , -0.113])}"
Bearing3_1,12,09:12:29,Training,"{'channel1': array([ 0.116,  0.251,  0.184, ..., -0.618, -0.346,  0.019]), 'channel2': array([-0.021, -0.017,  0.052, ...,  0.563,  0.127,  0.08 ])}"
Bearing3_1,120,09:30:29,Training,"{'channel1': array([ 0.355,  0.269,  0.173, ..., -0.393, -0.372, -0.128]), 'channel2': array([-0.223, -0.442, -0.487, ...,  0.427,  0.137, -0.283])}"
Bearing3_1,333,10:05:59,Training,"{'channel1': array([ 0.027, -0.073, -0.292, ...,  0.221, -0.019, -0.112]), 'channel2': array([ 0.362, -0.402,  0.181, ..., -0.252,  0.053, -0.02 ])}"
Bearing3_1,179,09:40:19,Training,"{'channel1': array([-0.544, -0.209, -0.267, ...,  0.109, -0.027, -0.192]), 'channel2': array([ 0.268, -0.693, -0.036, ..., -0.026,  0.152, -0.276])}"
Bearing3_1,278,09:56:49,Training,"{'channel1': array([-0.351,  0.025, -0.131, ..., -0.145, -0.075,  0.06 ]), 'channel2': array([ 0.129,  0.176,  0.095, ...,  0.085, -0.259, -0.084])}"
Bearing3_1,202,09:44:09,Training,"{'channel1': array([-0.06 , -0.201, -0.005, ...,  0.095,  0.178,  0.489]), 'channel2': array([-0.205, -0.16 , -0.036, ..., -0.247, -0.331, -0.522])}"
Bearing3_1,198,09:43:29,Training,"{'channel1': array([-0.068,  0.15 , -0.028, ...,  0.238,  0.443,  0.488]), 'channel2': array([ 0.488,  0.122, -0.841, ...,  0.078,  0.001, -0.947])}"
Bearing3_1,97,09:26:39,Training,"{'channel1': array([ 0.211,  0.069, -0.03 , ...,  0.399, -0.091, -0.456]), 'channel2': array([ 0.028, -0.176, -0.472, ...,  0.108, -0.296,  0.054])}"
Bearing3_1,158,09:36:49,Training,"{'channel1': array([ 0.109,  0.196,  0.103, ..., -0.257, -0.219,  0.304]), 'channel2': array([ 0.439,  0.117, -0.644, ...,  0.303,  0.599,  0.106])}"
Bearing3_1,4,09:11:09,Training,"{'channel1': array([ 0.243,  0.21 , -0.042, ..., -0.453, -0.335,  0.017]), 'channel2': array([0.277, 0.353, 0.196, ..., 0.152, 0.197, 0.31 ])}"
Bearing3_1,326,10:04:49,Training,"{'channel1': array([-0.345, -0.62 , -0.891, ..., -0.057, -0.123,  0.186]), 'channel2': array([-0.468,  0.64 ,  0.648, ..., -0.193,  0.065,  0.228])}"
Bearing3_1,77,09:23:19,Training,"{'channel1': array([-0.512, -0.234, -0.185, ...,  0.102,  0.491,  0.483]), 'channel2': array([ 0.234, -0.573, -0.262, ..., -0.457,  0.113,  0.367])}"
Bearing3_1,483,10:30:59,Training,"{'channel1': array([-0.178,  0.125,  0.241, ...,  0.463,  0.527, -0.119]), 'channel2': array([-0.249, -0.249,  0.23 , ..., -0.772, -0.389,  0.37 ])}"
Bearing3_1,75,09:22:59,Training,"{'channel1': array([ 0.02 ,  0.137,  0.335, ..., -0.401, -0.462, -0.23 ]), 'channel2': array([ 0.085, -0.347, -0.213, ..., -0.092,  0.683, -0.051])}"
Bearing3_1,18,09:13:29,Training,"{'channel1': array([-0.757, -0.145,  0.44 , ..., -0.116, -0.345, -0.495]), 'channel2': array([ 0.485, -0.091, -0.051, ..., -0.046, -0.053, -0.217])}"
Bearing3_1,275,09:56:19,Training,"{'channel1': array([ 0.16 , -0.088, -0.083, ..., -0.342, -0.116,  0.055]), 'channel2': array([ 0.367, -0.529, -0.206, ...,  0.398, -0.024,  0.102])}"
Bearing3_1,130,09:32:09,Training,"{'channel1': array([-0.036, -0.136, -0.277, ...,  0.017,  0.389,  0.81 ]), 'channel2': array([-0.262,  0.453,  0.784, ..., -0.145,  0.243, -0.027])}"
Bearing3_1,474,10:29:29,Training,"{'channel1': array([ 0.403,  0.205,  0.034, ...,  0.137, -0.024, -0.004]), 'channel2': array([ 0.082,  0.07 ,  0.248, ..., -0.274,  0.065,  0.122])}"
Bearing3_1,107,09:28:19,Training,"{'channel1': array([ 0.021, -0.178, -0.007, ..., -0.104,  0.133, -0.011]), 'channel2': array([ 0.083, -0.398,  0.575, ..., -0.058, -0.095, -0.022])}"
Bearing3_1,423,10:20:59,Training,"{'channel1': array([-0.431, -0.289,  0.095, ..., -0.243, -0.008, -0.152]), 'channel2': array([ 0.082,  0.158, -0.131, ...,  0.086, -0.094, -0.045])}"
Bearing3_1,246,09:51:29,Training,"{'channel1': array([ 0.188, -0.066,  0.079, ..., -0.299,  0.023,  0.35 ]), 'channel2': array([ 0.057,  0.481,  0.399, ..., -0.099,  0.258, -0.577])}"
Bearing3_1,43,09:17:39,Training,"{'channel1': array([ 0.104,  0.226, -0.068, ..., -0.318,  0.063,  0.302]), 'channel2': array([-0.145, -0.144, -0.032, ...,  0.382, -0.098,  0.172])}"
Bearing3_1,372,10:12:29,Training,"{'channel1': array([-0.336, -0.528, -0.592, ...,  0.486,  0.505, -0.024]), 'channel2': array([-0.248, -0.142,  0.389, ..., -0.277,  0.116, -0.055])}"
Bearing3_1,342,10:07:29,Training,"{'channel1': array([-0.26 , -0.393, -0.213, ..., -0.194, -0.545, -0.443]), 'channel2': array([ 0.164, -0.77 ,  0.68 , ...,  0.198,  0.166,  0.151])}"
Bearing3_1,495,10:32:59,Training,"{'channel1': array([-0.066,  0.772,  1.045, ..., -0.086, -0.22 ,  0.122]), 'channel2': array([ 1.888, -2.019, -1.867, ...,  0.405, -0.721,  0.078])}"
Bearing3_1,44,09:17:49,Training,"{'channel1': array([ 0.17 , -0.354, -0.366, ...,  0.709,  0.694,  0.237]), 'channel2': array([-0.504,  0.024,  0.528, ...,  0.393, -0.55 , -0.647])}"
Bearing3_1,274,09:56:09,Training,"{'channel1': array([-0.208,  0.16 , -0.028, ..., -0.232,  0.449,  1.239]), 'channel2': array([ 0.093,  0.088, -0.767, ...,  0.133,  0.245,  0.058])}"
Bearing3_1,22,09:14:09,Training,"{'channel1': array([ 0.432,  0.183, -0.343, ...,  0.75 ,  0.226, -0.252]), 'channel2': array([-0.025,  0.062,  0.082, ..., -0.344, -0.235,  0.503])}"
Bearing3_1,243,09:50:59,Training,"{'channel1': array([-0.306, -0.252,  0.037, ..., -0.076,  0.362,  0.432]), 'channel2': array([ 0.412, -0.072,  0.053, ...,  0.242, -0.406, -0.359])}"
Bearing3_1,7,09:11:39,Training,"{'channel1': array([-0.227, -0.887, -0.962, ...,  0.059,  0.349,  0.36 ]), 'channel2': array([-0.359, -0.399,  0.32 , ..., -0.021,  0.107, -0.649])}"
Bearing3_1,164,09:37:49,Training,"{'channel1': array([-0.07 ,  0.153,  0.356, ...,  0.034,  0.027, -0.409]), 'channel2': array([-0.26 , -0.001, -0.075, ...,  0.023, -0.205,  0.228])}"
Bearing3_1,452,10:25:49,Training,"{'channel1': array([ 0.035, -0.132, -0.277, ..., -0.2  , -0.225,  0.094]), 'channel2': array([-0.27 ,  0.025,  0.753, ...,  0.226, -0.341, -0.271])}"
Bearing3_1,10,09:12:09,Training,"{'channel1': array([ 0.307, -0.08 , -0.262, ..., -0.286, -0.546, -0.409]), 'channel2': array([-0.359,  0.266,  0.273, ...,  0.084,  0.176,  0.096])}"
Bearing3_1,296,09:59:49,Training,"{'channel1': array([-0.079,  0.035,  0.117, ..., -0.131, -0.004,  0.062]), 'channel2': array([-0.248,  0.383,  0.219, ..., -0.477,  0.255, -0.031])}"
Bearing3_1,127,09:31:39,Training,"{'channel1': array([ 0.166,  0.499,  0.118, ...,  0.591,  0.398, -0.115]), 'channel2': array([-0.177, -0.062,  0.451, ..., -0.569,  0.084,  0.59 ])}"
Bearing3_1,9,09:11:59,Training,"{'channel1': array([ 0.349, -0.014, -0.698, ..., -0.855, -0.609, -0.196]), 'channel2': array([-0.357, -0.16 ,  0.319, ...,  0.322,  0.274,  0.09 ])}"
Bearing3_1,346,10:08:09,Training,"{'channel1': array([-0.005,  0.352,  0.101, ..., -0.287, -0.745, -0.047]), 'channel2': array([ 0.291, -0.02 , -0.319, ..., -0.479,  0.322,  0.011])}"
Bearing3_1,241,09:50:39,Training,"{'channel1': array([-0.092, -0.135, -0.081, ...,  0.474, -0.09 , -0.041]), 'channel2': array([-0.34 , -0.079,  0.534, ...,  0.199, -0.792, -0.33 ])}"
Bearing3_1,64,09:21:09,Training,"{'channel1': array([-0.081,  0.162,  0.234, ...,  0.287,  0.003, -0.118]), 'channel2': array([-0.035,  0.025,  0.064, ..., -0.416,  0.092, -0.097])}"
Bearing3_1,26,09:14:49,Training,"{'channel1': array([ 0.139, -0.283, -0.464, ...,  0.41 , -0.462, -1.021]), 'channel2': array([-0.068,  0.141,  0.428, ...,  0.514,  0.074,  0.75 ])}"
Bearing3_1,332,10:05:49,Training,"{'channel1': array([-0.716,  0.413,  0.594, ...,  0.014,  0.039, -0.026]), 'channel2': array([0.39 , 0.046, 0.011, ..., 0.266, 0.207, 0.116])}"
Bearing3_1,177,09:39:59,Training,"{'channel1': array([ 0.625, -0.067,  0.012, ..., -0.686, -0.547, -1.222]), 'channel2': array([ 0.713, -0.106,  0.577, ..., -0.163, -0.327, -0.47 ])}"
Bearing3_1,146,09:34:49,Training,"{'channel1': array([ 0.238, -0.221, -0.33 , ...,  0.122,  0.054,  0.488]), 'channel2': array([ 0.011, -0.299,  0.369, ...,  0.195, -0.387,  0.041])}"
Bearing3_1,165,09:37:59,Training,"{'channel1': array([ 0.037,  0.06 , -0.08 , ..., -0.38 , -0.423, -0.304]), 'channel2': array([ 0.069,  0.048,  0.035, ...,  0.422, -0.272, -0.276])}"
Bearing3_1,114,09:29:29,Training,"{'channel1': array([ 0.57 ,  0.698,  0.438, ..., -0.183, -0.187, -0.078]), 'channel2': array([ 0.358, -0.   , -0.165, ..., -0.125,  0.094,  0.259])}"
Bearing3_1,487,10:31:39,Training,"{'channel1': array([ 0.35 ,  0.044, -0.494, ..., -0.088, -0.157,  0.402]), 'channel2': array([-0.085, -0.033, -0.021, ...,  0.418,  0.243,  0.021])}"
Bearing3_1,410,10:18:49,Training,"{'channel1': array([ 0.11 , -0.01 ,  0.234, ..., -0.364, -0.168,  0.1  ]), 'channel2': array([ 0.389,  0.135, -0.252, ...,  0.155,  0.018,  0.395])}"
Bearing3_1,73,09:22:39,Training,"{'channel1': array([-0.45 , -0.668, -0.121, ...,  1.459,  1.976,  1.849]), 'channel2': array([ 0.101,  0.062, -0.215, ...,  0.161,  0.263, -0.024])}"
Bearing3_1,325,10:04:39,Training,"{'channel1': array([ 0.346,  0.476,  0.442, ..., -0.115,  0.28 ,  0.273]), 'channel2': array([-0.298, -0.18 ,  0.026, ...,  0.277,  0.13 , -0.225])}"
Bearing3_1,310,10:02:09,Training,"{'channel1': array([-0.209, -0.437,  0.078, ..., -0.265, -0.278,  0.327]), 'channel2': array([-0.362, -0.018,  0.175, ...,  0.068, -0.385, -0.291])}"
Bearing3_1,152,09:35:49,Training,"{'channel1': array([-0.017, -0.045,  0.086, ...,  0.032,  0.174, -0.316]), 'channel2': array([-0.141, -0.079,  0.575, ..., -0.117,  0.165,  0.185])}"
